RACHAALAPZV,2×,0.16%,
AREMAGOXZID,2×,0.16%,
RAMPTOTAXLA,2×,0.16%,
NPAREMAGOXZ,2×,0.16%,
IDRAMPTOTAX,2×,0.16%,
ACHAALAPZVB,2×,0.16%,
REMAGOXZIDR,2×,0.16%,
AMPTOTAXLAR,2×,0.16%,
PAREMAGOXZI,2×,0.16%,
DRAMPTOTAXL,2×,0.16%,
CHAALAPZVBO,2×,0.16%,
LETHORANPAR,2×,0.16%,
EMAGOXZIDRA,2×,0.16%,
HAALAPZVBOT,2×,0.16%,
ETHORANPARE,2×,0.16%,
MAGOXZIDRAM,2×,0.16%,
GADROMPHLIP,2×,0.16%,
THORANPAREM,2×,0.16%,
AGOXZIDRAMP,2×,0.16%,
IRACHAALAPZ,2×,0.16%,
HORANPAREMA,2×,0.16%,
GOXZIDRAMPT,2×,0.16%,
ORANPAREMAG,2×,0.16%,
OXZIDRAMPTO,2×,0.16%,
RANPAREMAGO,2×,0.16%,
XZIDRAMPTOT,2×,0.16%,
ANPAREMAGOX,2×,0.16%,
ZIDRAMPTOTA,2×,0.16%,
MANZCHERONA,1×,0.08%,
BACHANORVOG,1×,0.08%,
ALDPAXLARGE,1×,0.08%,
PTAARCLOPTA,1×,0.08%,
ZILDOCORNEP,1×,0.08%,
OGALAXODOVA,1×,0.08%,
RGENADARCHL,1×,0.08%,
AXORPHICHAS,1×,0.08%,
TORHIBLANCH,1×,0.08%,
ONAVAROXVTA,1×,0.08%,
LPVAXARONPA,1×,0.08%,
DEMAPHELLIC,1×,0.08%,
HNONGALPOLO,1×,0.08%,
XDADRANOXAP,1×,0.08%,
OLGETHOXLIB,1×,0.08%,
ANCHGADROMP,1×,0.08%,
HLIPHIRACHA,1×,0.08%,
ALAPZVBOTGA,1×,0.08%,
DROMPHLIPSI,1×,0.08%,
BOTNALBODOG,1×,0.08%,
RAXVXFRALDE,1×,0.08%,
HOXAMACHERD,1×,0.08%,
ABANOXZIRNA,1×,0.08%,
MPHALGEDPHI,1×,0.08%,
ODAPNIZOCHA,1×,0.08%,
MAVAHVPALBD,1×,0.08%,
EVEXORNIPAG,1×,0.08%,
RANCHORDZAB,1×,0.08%,
NLARDEXMARR,1×,0.08%,
ANPANSACHLE,1×,0.08%,
POTHZICLARD,1×,0.08%,
IXNACHARONP,1×,0.08%,
ZIRBILBALAZ,1×,0.08%,
VCHALERDRON,1×,0.08%,
VADPIRVARAN,1×,0.08%,
ZANCHALPHIO,1×,0.08%,
XNAVINDAMPH,1×,0.08%,
GELAXRONGVA,1×,0.08%,
XNOLPACHORD,1×,0.08%,
AXDEHORGAXO,1×,0.08%,
